Name,Country,Genre,Status
Abyss of Decay,Italy,Groove Metal,Unknown
Abyss of Doom,Austria,Melodic Death/Thrash Metal,Split-up
Abyss of Eden,Germany,Death Metal/Metalcore,Split-up
Abyss of Fear,Switzerland,Thrash Metal,Active
Abyss of Insanity,Germany,Deathcore,Active
Abyss of Pain,Italy,Death/Thrash Metal/Grindcore,Unknown
Abyss of Perdition,Mexico,Death Metal,Active
Abyss of Sheowl,Latvia,Atmospheric/Depressive Black Metal,Active
Abyss of Sorrow,Hungary,Death/Thrash Metal,Active
Abyss of Torture,Germany,Atmospheric Black Metal,Split-up
Abyss of Wrath,Slovakia,Black Metal,Split-up
The Abyss Order,France,Black/Death Metal,Active
Abyssal,United States,Blackened Melodic Death Metal,Active
Abyssal,Finland,Black Metal,Split-up
Abyssal,Brazil,Thrash Metal,Unknown
Abyssal,Mexico,Funeral Doom Metal,Active
Abyssal,United Kingdom,Death/Black/Doom Metal,Active
Abyssal,Australia,Black Metal,Unknown
Abyssal,France,Death Metal,Active
Abyssal Ascendant,France,Death Metal,Active
Abyssal Dimension,Uruguay,Melodic Death Metal,Active
Abyssal Flames,Italy,Death Metal,On hold
Abyssal Mind,France,Raw Black Metal,Active
Abyssal Storm,Brazil,Thrash/Groove Metal,Active
Abyssal Suffering,France,Brutal Death Metal,Changed name
Abyssal Throne,Canada,Death Metal,Split-up
Abyssal Vortex,Singapore,Blackened Death Metal,Active
Abyssals,France,Death Metal,Split-up
Abyssaria,Germany,Gothic Black Metal,Split-up
Abysse,France,Experimental/Progressive Metal,Active
Abyssed,Pakistan,Atmospheric Black Metal,Split-up
Abyssed,Canada,Thrash Metal,Active
Abysseral Throne,Canada,Blackened Epic Heavy Metal,Active
Abyssgale,Greece,Black/Death Metal,Active
Abyssia,Malaysia,Black Metal,Split-up
Abyssia,France,Black Metal,Split-up
Abyssial,France,Black Metal,Active
Abyssian,Italy,Gothic/Doom Metal,Active
Abyssian Desolation,United Kingdom,Black Metal,Active
Abyssic,Norway,Symphonic Doom/Death Metal,Active
Abyssic Hate,Australia,Black Metal,Active
Abyssion,United States,Blackened Death/Thrash Metal,Active
Abyssion,Finland,Black Metal,Active
Abysskvlt,Russia,Funeral Doom Metal,Active
Abyssmal Nocturne,United States,Black Metal,Active
Abyssmal Sorrow,Australia,Black/Funeral Doom Metal,Split-up
Abyssos,Sweden,Melodic Black Metal,Split-up
Abyssous,Germany,Death Metal,Active
Abyssphere,Russia,Melodic Doom/Death Metal,Active
Abyssthrone,Germany,Death Metal,Active
Abyssum,Brazil,Black Metal,Unknown
Abyssum,Belgium,Black Metal,Active
Abyssum,Guatemala,Black Metal,Active
Abyssus,Greece,Death Metal,Active
Abyssus,United States,Blackened Death Metal,Active
Abyssus,Poland,Pagan Black Metal,Split-up
Abyssus,United States,Black Metal,Active
Abyssus,United States,Black Metal,Active
Abyssus,Germany,Black Metal,Active
Abystic Ritual,New Zealand,Black/Death Metal,On hold
Abythic,Germany,Death Metal,Active
Abythos,United States,Doom/Black Metal,Split-up
Abyz,Germany,Death Metal,Split-up
Abyzmal,Australia,Melodic Thrash Metal,Split-up
Abyzz,Germany,Death/Thrash Metal,Active
Abzintas,Norway,Groove/Thrash Metal,Split-up
Abzofran,Montenegro,Groove/Progressive Metal,Active
Abztract Fortune,Germany,Technical Death Metal,Split-up
Ab·est,Germany,Sludge/Post-Metal,Active
Ac Noctum,Mexico,Black Metal,Unknown
Acabó el Silencio,Finland,"Hardcore, Crust (early), Black Metal (later)",Split-up
Acacia,Sweden,Atmospheric Doom/Black Metal,On hold
Acacia,Mexico,Heavy/Progressive Metal,Active
Acacia,Australia,Symphonic Death Metal,Split-up
Acacia,Italy,Progressive Heavy Metal,Split-up
Academy Black,United States,Crossover/Thrash Metal,Active
Acalmbefore,New Zealand,Death Metal/Metalcore,Split-up
Acalmy,France,Speed Metal,Split-up
Acalvaria,United States,Death Metal,Split-up
Acanon,Brazil,Melodic Death Metal,Active
Acantha,Norway,Heavy Metal,Split-up
Acantha,Canada,Progressive/Thrash Metal,Split-up
Acanthostega,United States,Black Metal,Active
Acanthrophis,United States,Melodic Black/Death Metal,Active
Ação Libertária,Brazil,Crossover/Thrash Metal,Active
Acarien,France,Thrash Metal,Active
Acariya,United States,Thrash Metal/Metalcore,Split-up
Acaro,Chile,Thrash/Death Metal,Active
Acaro,United States,Melodic Death Metal/Metalcore,Split-up
Acaros,Argentina,Death/Thrash Metal,Active
Acarus,France,Black/Death Metal,Active
Acarus Sarcopt,France,Black Metal,Changed name
Acatalepsy,United Kingdom,Death Metal,Split-up
Acatonia,Russia,Progressive Metal,Active
Accabbadora,Italy,Black Metal,Active
Accelerate,Netherlands,Heavy Metal,Split-up
Accelerator,Greece,Power/Thrash Metal,Active
Accelerator,Switzerland,Death/Thrash Metal,Active
Accelerator,United States,Thrash Metal,Active
Accept,Germany,Heavy Metal,Active
Accept Death,United States,Sludge Metal,Active
Acceptus Noctifer,Portugal,Black Metal,Active
Accersitus,United States,Raw Black Metal,Active
Access,Japan,Heavy Metal,Unknown
Access Beyond,Finland,Gothic Metal,Unknown
Access Denied,Germany,Progressive/Thrash Metal,Split-up
Access Denied,Poland,"Rock (early), Heavy Metal (later)",Active
Access Denied,Netherlands,Heavy Metal,Split-up
Accessory,Germany,Death/Thrash Metal,Changed name
Accid Reign,Germany,Gothic Metal,Split-up
The Accident,Netherlands,Death Metal/Grindcore,Split-up
Accident,Moldova,Death/Thrash Metal,Split-up
Accidental Death,Poland,Grindcore/Death Metal,Split-up
Accidental Genocide,United Kingdom,Heavy Metal,Split-up
Accidental Suicide,Germany,"Thrash/Heavy Metal, Punk",Active
Accidental Suicide,United States,Death/Doom Metal,Active
Accidentally Murdered,United States,Brutal Death Metal,Active
Accidentals,Cyprus,Heavy Metal,Split-up
Accidia,Italy,Thrash Metal,Split-up
Acció Directa,Spain,Thrash Metal,Split-up
Accion Terrorista,United States,Thrash Metal,Unknown
Accipiter,Germany,Metalcore/Melodic Death Metal,Split-up
Acclivitas,Italy,Heavy Metal,Active
Accomplice,United States,Progressive Metal/Rock,Split-up
Accretion Disk,United Kingdom,Progressive Metal,Active
Accryl,Sweden,Heavy Metal,Split-up
Accubitorium,Brazil,Black Metal,Active
Accuracy,Germany,Thrash/Death Metal,Split-up
Accürate Noize,Japan,Thrash Metal,Split-up
Accursed,Canada,Black Metal,Active
Accursed,Russia,Black Metal,Split-up
Accursed,United States,Black Metal,On hold
Accursed,Sri Lanka,Depressive Black Metal,Unknown
Accursed,Australia,Blackened Death Metal,Split-up
The Accursed,United States,Blackened Thrash/Death Metal,Split-up
Accursed,United States,Death/Black Metal,Split-up
Accursed,Turkey,Doom/Death Metal,Split-up
Accursed,Indonesia,Black Metal,Split-up
Accursed,United States,Brutal Technical Death Metal,Split-up
Accursed Aeons,United States,Black Metal,Active
Accursed Christ,Russia,Black Metal,Split-up
Accursed Creation,Canada,Death Metal,Active
Accursed Dawn,United States,Death/Thrash Metal,Split-up
Accursed Spawn,Canada,Death Metal,Active
Accursed Wisdom,Germany,Black Metal,Changed name
Accursed Wound,United States,Black Metal,Active
Accursed Years,United Kingdom,Melodic Death/Black/Folk Metal,Active
The Accüsed,United States,Thrash Metal/Crossover,Active
Accu§er,Germany,"Thrash Metal (early), Groove/Thrash Metal (later)",Active
Ace,France,Heavy Metal,Active
Ace of Sin,United States,Heavy Metal,Split-up
Ace of Spades,Japan,Thrash Metal,Split-up
Ace the Raven,United States,Death/Thrash/Power Metal,Active
Acedi,Denmark,Black Metal,Split-up
Acedia,United States,Melodic Death Metal/Metalcore,Split-up
Acedia,Turkey,Progressive Doom/Death Metal,Active
Acedia,United States,Black Metal,Active
Acedia,Bolivia,Folk/Black Metal,Active
Acedia,Argentina,Melodic Heavy Metal,Active
Acedia,United States,Melodic Death Metal,On hold
Acédia,Canada,Black Metal,Active
Acedio,Argentina,Heavy/Power Metal,Active
Acefalia,Brazil,Death Metal,Active
Aceium,Canada,Heavy Metal,Split-up
Acéldama,Costa Rica,Death Metal,Active
Aceldama,United States,Death Metal,Split-up
Aceldama,United States,Death Metal,Split-up
Aceldama,United States,Thrash Metal,Split-up
Aceldama,United Kingdom,Heavy/Southern Metal/Hard Rock,Active
Aceldama,United States,Death Metal,Split-up
Acendra,Spain,Power Metal,Active
Acephala,Ukraine,Brutal Death Metal,Split-up
Acephalia,Austria,Melodic Death Metal/Metalcore,Split-up
Acephalix,United States,Death Metal/Crust,Active
Acephalous,Belgium,Black/Death Metal,Split-up
Acephalus,United States,Brutal/Melodic Death Metal,Split-up
Acephalus,Germany,Death/Thrash Metal,Split-up
Acephaly,Bolivia,Brutal Death Metal,Active
Aceptic Goitre,Greece,Brutal Death Metal,Active
Acer Fury,Germany,Heavy Metal/Hard Rock,Split-up
Acerbic Angel,Denmark,Thrash Metal,Split-up
Acerbitas,Sweden,Black Metal,Active
Acerbus,United States,Death Metal,Split-up
Acerbus,Sweden,Black Metal,Split-up
Aceria,Mexico,Power/Progressive Metal,Split-up
Acero,Spain,Heavy Metal,Split-up
Acero,Costa Rica,Heavy Metal,Active
Acero,Colombia,Heavy Metal,Active
Acero Bélico,Chile,Heavy Metal,Active
Acero de Guerra,Mexico,Power Metal,Unknown
Acero Letal,Chile,Heavy/Speed Metal,Active
Acero Liquido,Venezuela,Heavy Metal,Split-up
Acero Nacional,Chile,Heavy Metal,Active
Acerose,United States,Metalcore/Melodic Death Metal,Split-up
Acerus,United States,Heavy Metal,Active
Aces,Malaysia,Neoclassical/Heavy Metal,Split-up
Aces High,United Kingdom,Power Metal,On hold
Aces Load'd,United States,Groove Metal,Active
Acess,Colombia,Heavy Metal,Unknown
Acetic Voice,Greece,Thrash Metal,Active
Aceton,Slovakia,Thrash Metal,Split-up
Acétone,France,Death Metal,Split-up
Acetylene,France,"Hard Rock (early), Thrash Metal (later)",Active
Acetylene,United States,Thrash/Speed Metal,Active
Achael,Netherlands,Doom Metal,Changed name
Achaemenid,United States,Raw Black Metal,Split-up
Achaia,Germany,Melodic Death Metal,Split-up
Achale,Portugal,Black Metal,Active
Achariyth,United States,Heavy Metal,Split-up
Achelous,Greece,Epic Heavy Metal,Active
Achenar,Norway,Atmospheric Black Metal,Active
Acheode,Italy,"Melodic Death Metal/Metalcore (early), Technical Death Metal/Deathcore (later)",On hold
Achernar,Italy,Melodic Death Metal,Split-up
Acheron,Slovakia,"Thrash Metal (early), Crossover (later)",Changed name
Acheron,Australia,Death Metal,Changed name
Acheron,United States,Death/Black Metal,Active
Acheron,Poland,Gothic/Black Metal,Split-up
Acheron,United States,Power/Thrash Metal,Split-up
Acheron Gates,Israel,Black Metal,Split-up
Acheron's Chaos,Greece,Melodic Black/Death Metal,Active
Acheronian Dirge,United States,Black Metal,Split-up
Acheront,Poland,Industrial Black/Dark Metal,Split-up
Acheront,Poland,Heavy Metal,Active
Acherontas,Greece,Black Metal,Active
Acheronte,Italy,Black Metal,Active
Acheronthia Styx,International,Melodic Death Metal,Active
Acherontia,Spain,Sludge/Stoner Metal,Active
Acherontis,Poland,Raw Black Metal/Ambient,Split-up
Acherozu,China,Black/Thrash Metal,Active
Acherusia,France,Atmospheric Black/Death Metal,Active
Achilla,United Kingdom,Symphonic Progressive Metal,Active
Achillea,International,Melodic/Symphonic Power Metal/Hard Rock,Active
Achilleus,Sweden,Progressive Heavy Metal,Split-up
Aching Beauty,France,Progressive Metal,Split-up
Achiral,Malta,Progressive Thrash/Black Metal,Split-up
Achnaton,Netherlands,Power Metal,Split-up
Achokarlos,Spain,Progressive Technical Death Metal/Fusion,Active
Achral Necrosis,United States,Black Metal,Active
Achren,United Kingdom,Black/Thrash Metal,Active
Achromasia,Sweden,Thrash/Death Metal,Split-up
Achromasia,Slovakia,Brutal Technical Death Metal,Split-up
Achronica,United States,Metalcore,Active
Achsan,Israel,Blackened Death Metal,Active
Achsar,Slovakia,"Doom Metal (early), Melodic Folk/Death/Black Metal (later)",Active
Achymer,Canada,Progressive Metal,Active
Achyronthia,Belgium,Melodic Death Metal,Split-up
Acicula,United States,Melodic Death Metal,Active
Acid,Germany,Heavy Metal,Split-up
Acid,Belgium,Speed Metal,Split-up
Acid Age,United Kingdom,Thrash Metal,Active
Acid Angel,Brazil,Thrash Metal,Split-up
Acid Bath,United States,Sludge/Doom Metal,Split-up
Acid Black,United States,Progressive Power/Thrash Metal,Split-up
Acid Brigade,Brazil,Thrash Metal,Active
Acid Cross,Canada,Black/Thrash Metal,Active
Acid Cøma,Russia,Drone/Doom/Sludge Metal,Active
Acid Death,Greece,Death/Thrash/Progressive Metal,Active
Acid Deathtrip,Netherlands,Sludge/Doom Metal,Active
Acid Dream,United States,Sludge/Stoner/Doom Metal,Active
Acid Drinkers,Poland,Thrash Metal/Crossover,Active
Acid Edge,United Kingdom,Heavy/Death Metal,Active
Acid Empire,United Kingdom,Symphonic/Progressive Metal,Unknown
Acid Enema,United States,Black Metal,Changed name
Acid Evil,Ecuador,Thrash Metal,Active
Acid Force,Slovakia,Thrash Metal,Active
Acid Fury,Greece,Thrash Metal,Active
Acid Goat,United Kingdom,Stoner/Doom Metal,Split-up
Acid Grime,Italy,Sludge Metal,Active
Acid Head,Costa Rica,Thrash Metal,Active
Acid Indigestion,United States,Thrash/Speed Metal,Split-up
Acid King,United States,Doom/Stoner Metal,Active
Acid Knight,Malaysia,Thrash Metal,Active
Acid Lake,Germany,Sludge/Stoner Metal,Split-up
Acid Macabre,Netherlands,Black Metal,Split-up
Acid Ocean,Italy,Stoner/Sludge Metal,Active
Acid Pope,United Kingdom,Power Metal,On hold
Acid Rain,Argentina,Progressive Metal,On hold
Acid Rain,Italy,Thrash/Black Metal,Active
Acid Rain,Greece,Epic Heavy Metal,On hold
Acid Rain,Serbia,Power/Progressive Metal,Unknown
Acid Rain,Spain,Progressive Metal,Split-up
Acid Rain Dance,Germany,Crust Punk/Thrash Metal,Unknown
Acid Reign,United Kingdom,Thrash Metal,Active
Acid Revenant,Italy,Black/Thrash Metal,Active
Acid Sailors,Finland,Sludge/Doom/Stoner Metal,Split-up
Acid Soul,United States,Melodic Thrash Metal,Active
Acid Speech,Brazil,Thrash Metal,On hold
Acid Storm,Germany,Black Metal,Split-up
Acid Storm,Brazil,Thrash Metal,On hold
Acid Terror,Ukraine,Speed/Thrash Metal/Crossover,Active
Acid Universe,Finland,Melodic Death Metal,Changed name
Acid Witch,United States,Psychedelic Doom/Death Metal,Active
Acidez,Mexico,"Punk/Hardcore (early), Speed/Thrash Metal/Punk (later)",Active
Acidic Assault,United States,Thrash/Speed Metal,Active
Acidity,Italy,Thrash Metal,Active
Acidity Regulator,Hungary,Death Metal/Grindcore,Split-up
AcidLand,Poland,Sludge/Stoner/Doom Metal,Active
Acido,Uruguay,Heavy Metal,Active
Acido,Italy,Heavy Metal,Split-up
Acido,Argentina,Thrash Metal,Active
Ácido,Brazil,Thrash Metal,Active
Acidosis,United States,Thrash Metal,Active
Acies,Germany,Heavy Metal,Split-up
Acirema,United States,Metalcore,Active
Acis,Sweden,Heavy Metal,Split-up
Ackeron,Romania,Death/Black Metal,Split-up
Ackomas,United Kingdom,Black Metal,Unknown
Ackros,Belgium,Progressive Death Metal,On hold
Aclinic Line,Puerto Rico,Death/Gothic Metal,Active
Aclla,Brazil,Power Metal,Active
Acme,Germany,Sludge/Death Metal/Metalcore/Powerviolence,Split-up
Aço Negro,Brazil,Melodic Death Metal,Active
Acoasma,Slovakia,Death Metal,Split-up
ACOD,Germany,Industrial Black/Death Metal,Split-up
Acolyte,Greece,Power Metal,Active
Acolyte,United Kingdom,Progressive Black Metal,Active
Acolyte's Ruin,United Kingdom,Black Metal,Split-up
Acolytes,United States,Melodic Death Metal,Active
Acolytes of Moros,Sweden,Doom Metal,Active
Acoma,United States,Groove Metal,Active
Aconit Napel,France,Heavy/Thrash Metal,Unknown
Acorea,Australia,Groove/Thrash Metal,Active
Acoustic Anomaly,Russia,Post-Metal,Active
Acoustic Torment,Germany,Death Metal,Unknown
Acoustical Crime,Germany,"Thrash/Death Metal (early), Thrash/Gothic Metal (later)",Split-up
Acracia,Spain,Heavy Metal,Active
Acral Necrosis,United Kingdom,Black/Thrash Metal,Unknown
Acrament,Chile,Death Metal,Split-up
Acrania,Mexico,Experimental Death Metal,Active
Acrania,United Kingdom,Brutal Deathcore,Split-up
Acranis,Brazil,Thrash/Death Metal,Active
Acranius,Germany,"Brutal Death Metal, Hardcore",Active
Acrasia,United States,Progressive Metal,Split-up
Acrassicauda,Iraq,Groove/Thrash Metal,Active
Acratas,Colombia,Thrash Metal,On hold
Acres Wild,Germany,Heavy Metal,Split-up
Acrid,Germany,Thrash Metal,Changed name
Acrid,Netherlands,"Death/Thrash Metal (early), Extreme Progressive Metal (later)",Active
Acrid,United States,Death Metal,Active
Acrid,Switzerland,Melodic Heavy Metal,Active
Acrid Foetor,Italy,Death Metal/Grindcore,Split-up
Acrid Nebula,Ireland,Death/Thrash/Doom Metal,Split-up
Acrid Semblance,India,Melodic Death Metal,Split-up
Acrid Tones,Germany,Progressive Metal/Rock,Active
Acridian,Sweden,Heavy Metal,Split-up
Acridity,United States,Thrash Metal,Split-up
Acridore,United States,Progressive Death Metal,Active
Acriminous,United States,Death Metal,Split-up
Acrimonia,Colombia,Thrash/Death Metal,Active
Acrimonia,Mexico,Black Metal/Ambient,Active
Acrimönia,Poland,Progressive Death Metal/Jazz,Active
Acrimonious,Greece,Black Metal,Active
Acrimonious,Chile,Technical Death Metal,Active
Acrimonious,Belgium,Thrash Metal/Hardcore,Split-up
Acrimonium,United States,Death Metal,Split-up
Acrimonius,Mexico,Thrash Metal,Split-up
Acrimony,United States,Death Metal,Active
Acrimony,United Kingdom,"Doom/Death Metal (early), Stoner/Doom Metal (later)",Split-up
Acrimony,Mexico,Brutal Death Metal/Grindcore,Split-up
Acrimony,Poland,Technical Thrash Metal,Split-up
Acrimony Inc.,Turkey,Melodic Death Metal,Changed name
Acriter,Czech Republic,Thrash Metal,Unknown
Acriter,Spain,Black/Death Metal,Split-up
Acriter,Italy,Progressive Metal/Metalcore,Changed name
Acrites,Cyprus,Heavy Metal,Split-up
Acritud,Chile,Melodic Death/Thrash Metal,Unknown
Acrobystia,Czech Republic,Death Metal,Active
Acrodus,Slovenia,Thrash Metal,Active
Acroholia,Serbia,Death Metal/Grindcore,Active
Acrolith,Portugal,Gothic Metal/Rock,Split-up
Acromatica,Indonesia,Technical Death Metal,Active
